8319,6031,45,0.51062256,-0.014959112,0.003287375
8325,6044,45,0.5125955,-0.013638325,0.0021470785
8328,6051,45,0.5139506,-0.012460343,0.0012105405
8334,6064,45,0.5126654,-0.012518231,0.0013944358
8340,6077,45,0.51363015,-0.012086403,1.01044774E-4
8343,6084,45,0.51272213,-0.011172572,0.0020376146
8349,6096,45,0.51208836,-0.011135486,0.0027340204
8355,6109,45,0.511449,-0.01004337,0.0023942292
8358,6115,45,0.5139221,-0.009995553,-0.0011876523
8364,6127,45,0.51331383,-0.008816511,7.714331E-5
8370,6140,45,0.5098207,-0.008208197,0.0013607591
8373,6146,46,0.5104934,-0.0074174474,0.0028933734
8379,6158,46,0.5090217,-0.007032699,3.3444166E-4
8385,6169,46,0.51149786,-0.0083094,9.329319E-4
8391,6181,46,0.50943255,-0.009209867,0.0031689107
8397,6193,46,0.50618005,-0.009592265,0.0017820746
8403,6204,46,0.50597227,-0.008245723,8.408427E-4
8406,6210,46,0.5086893,-0.0074033765,-0.0010596365
8412,6221,46,0.5054072,-0.004998535,-9.975284E-4
8415,6227,46,0.50394404,-0.004554093,-0.001021266
8421,6238,46,0.5021101,-0.0020942239,-0.0011716187
8427,6250,46,0.50000113,-0.0012714355,-0.0033260137
8430,6255,47,0.50208634,-6.756857E-4,-0.0028103292
8436,6266,47,0.49780858,4.6959613E-4,-0.002854988
8442,6278,47,0.49511132,0.0023482353,-0.0012658685
8445,6283,47,0.49502456,0.0028264276,-0.0010575503
8451,6295,47,0.490676,0.004839884,-0.00400804
8457,6306,47,0.48976555,0.00625072,-0.004972011
8460,6311,47,0.4885375,0.0063879373,-0.0037495047
8466,6323,47,0.48765495,0.0073853396,-0.0044478476
8472,6334,47,0.48434263,0.0076819644,0.0018921345
8478,6345,47,0.48540473,0.006746675,0.0022403449
8481,6351,47,0.48372558,0.005082906,0.0029860586
8487,6362,48,0.48118275,0.0029853433,0.0024121553
8493,6373,48,0.48041824,5.4405024E-4,0.0028512627
8496,6378,48,0.47719586,1.5178695E-5,0.0023570806
8502,6389,48,0.47448534,-6.766757E-5,0.0039775223
8508,6401,48,0.47520876,6.0874457E-4,0.0035769641
8511,6406,48,0.47094736,0.0012109149,0.0035944134
8517,6417,48,0.47216013,0.0014063632,0.0051918775
8523,6428,48,0.4692639,0.0019219192,0.0046964735
8532,6445,48,0.46433568,0.0017275545,0.004722029
8538,6456,48,0.4634652,0.0010835761,0.0042883605
8541,6462,48,0.46151027,0.0012160861,0.0058785975
8547,6473,49,0.4586052,0.0010369183,0.0037665516
8553,6484,49,0.45528764,7.7811396E-4,0.0045426786
8556,6490,49,0.45207998,8.497387E-6,0.004093617
8562,6502,49,0.44954473,-0.0011855196,0.0022512674
8568,6467,49,0.44643524,-0.0027951018,0.0039670467
8571,6449,49,0.38008723,-0.012707848,6.520003E-4
8577,6415,49,0.083165884,-0.04456733,0.0032200348
8583,6380,49,-0.1881648,-0.057884667,3.4745783E-4
8586,6363,49,-0.21567199,-0.049780104,-0.0014622286
8592,6329,49,-0.13640994,-0.03317259,-0.0019188076
8598,6295,49,-0.011599468,-0.03358236,-0.0033633832
8601,6278,49,0.025467042,-0.040780578,-0.0035069194
8607,6245,49,0.035600916,-0.056692265,-0.0030393302
8613,6211,49,-2.4302967E-4,-0.063217394,-0.004075656
8619,6178,49,-0.03444449,-0.059067566,-0.0037770802
8622,6162,49,-0.042558085,-0.054332983,-0.008453949
8628,6129,49,-0.03515704,-0.045704626,-0.00784135
8634,6096,49,-0.020941334,-0.040639073,-0.009638511
8637,6080,49,-0.018318836,-0.039398376,-0.011447155
8643,6047,49,-0.017080143,-0.039618716,-0.005057455
8649,6015,49,-0.022101965,-0.041498855,-0.004835643
8652,5999,49,-0.019193692,-0.04248142,-0.0063975765
8658,5967,49,-0.02672312,-0.043883048,-0.005846197
8664,5936,49,-0.025645383,-0.043930855,-0.00410462
8670,5904,49,-0.025773695,-0.04286052,-0.004778359
8673,5888,49,-0.026494442,-0.0420892,-0.0047039576
8679,5857,49,-0.024991628,-0.03922351,-0.0045099673
8685,5826,49,-0.023787279,-0.035808485,-6.881887E-4
8691,5795,49,-0.025355566,-0.033155948,-0.0015834598
8697,5765,49,-0.02799064,-0.031430334,-0.0013557207
8700,5750,49,-0.025386903,-0.030165806,-4.99798E-4
8706,5719,49,-0.027202375,-0.027478386,3.1633116E-4
8712,5689,49,-0.027158532,-0.023512175,0.0025182539
8715,5674,49,-0.023615865,-0.021573408,5.9560966E-4
8724,5629,49,-0.026385494,-0.013634709,0.0017052526
8730,5600,49,-0.03010844,-0.007449442,0.002187185
8733,5585,49,-0.024508724,-0.0047762296,0.0028056414
8739,5555,49,-0.028668106,2.2558626E-4,0.0032611964
8745,5526,49,-0.026935495,0.0036349862,0.004403735
8748,5512,49,-0.02839242,0.0054624476,0.0051269927
8754,5483,49,-0.025743192,0.006892434,0.0034421128
8760,5454,49,-0.02433908,0.008500555,0.0021349196
8763,5440,49,-0.029740933,0.009095233,0.0021927943
8769,5411,49,-0.03150075,0.010670132,0.0032222462
8775,5383,49,-0.030633286,0.01176949,0.001790965
8778,5369,49,-0.02840861,0.012212198,0.0040405407
8784,5341,49,-0.027931858,0.013240456,0.004115804
8790,5313,49,-0.027968664,0.014367994,0.001608667
8793,5299,49,-0.02795618,0.014670442,0.0035323245
8799,5272,49,-0.03023066,0.0149429785,0.0025163665
8805,5244,49,-0.028134475,0.015492068,0.0020159348
8808,5231,49,-0.0288559,0.01600219,-0.0010080542
8814,5203,49,-0.029762322,0.018146453,0.0013401629
8820,5176,49,-0.02846266,0.018849684,0.002016983
8826,4648,49,-0.027622676,0.01603547,8.5569546E-4
8829,4611,49,-0.028671142,0.014093065,6.526951E-4
8835,4527,49,0.53324574,0.07088639,0.0010746568
8841,4439,49,0.53632265,0.049954824,-0.0013528764
8844,4395,49,0.540323,0.050983004,-2.616793E-4
8850,4304,49,0.56129706,0.060120475,-0.0021464527
8856,4212,49,0.5847148,0.07028461,-0.0026631504
8859,4165,49,0.59234416,0.07330134,-0.0025226772
8865,4073,49,0.60355556,0.077200696,-0.0028445125
8871,3981,49,0.5996516,0.076923646,-0.0015696585
8874,3968,50,0.595531,0.075963706,-0.0013781637
8880,3946,50,0.56803495,0.07085943,-2.8416514E-4
8886,3928,50,0.54066145,0.06251906,-1.4229119E-4
8892,3915,50,0.5148314,0.05722969,-0.0013808161
8895,3909,50,0.502037,0.054085784,-7.003844E-4
8901,3901,50,0.4724819,0.047222547,0.0013772398
8907,3896,50,0.4451252,0.038792573,0.0018707216
8910,3895,50,0.43228897,0.0364275,9.315014E-4
8916,3894,50,0.40730557,0.029889226,0.003893748
8922,3896,50,0.39168534,0.026015114,0.002136752
8925,3897,50,0.3822553,0.02385434,0.0052481294
8931,3901,50,0.37261793,0.02025241,0.0021643639
8937,3906,51,0.36398017,0.018592743,0.003457822
8943,3911,51,0.36352924,0.017579716,0.002642274
8946,3913,51,0.3625507,0.0183861,0.004413672
8952,3918,51,0.3595244,0.018986614,0.0037629902
8958,3924,51,0.3582885,0.020334039,0.0014468357
8961,3927,51,0.3574463,0.021269847,0.003478609
